Team,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Start Date,End Date
PBKS,JA Richardson,2021-2021,3,2.0,0.0,15.0,15.0,7.5,24.0,62.5,0.0,0.0,1.0,2.0,0.0,2021-01-01,2021-12-31
PBKS,Mohammed Shami,2021-2021,14,4.0,3.0,13.0,9.0,13.0,17.0,76.47,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
PBKS,HV Patel,2024-2024,14,4.0,1.0,13.0,12.0,4.33,19.0,68.42,0.0,0.0,2.0,1.0,1.0,2024-01-01,2024-12-31
PBKS,RA Bawa,2022-2022,2,2.0,0.0,11.0,11.0,5.5,14.0,78.57,0.0,0.0,1.0,1.0,0.0,2022-01-01,2022-12-31
PBKS,FA Allen,2021-2021,4,3.0,2.0,6.0,6.0,6.0,12.0,50.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
PBKS,VG Arora,2022-2022,5,4.0,2.0,5.0,2.0,2.5,13.0,38.46,0.0,0.0,1.0,0.0,0.0,2022-01-01,2022-12-31
PBKS,PN Mankad,2022-2022,1,1.0,1.0,4.0,4.0,,1.0,400.0,0.0,0.0,0.0,1.0,0.0,2022-01-01,2022-12-31
PBKS,Shivam Singh,2024-2024,1,1.0,1.0,2.0,2.0,,3.0,66.66,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
PBKS,Mohit Rathee,2023-2023,1,1.0,1.0,1.0,1.0,,2.0,50.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023-12-31
PBKS,Ravi Bishnoi,2021-2021,9,1.0,0.0,1.0,1.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
PBKS,MP Stoinis,2025-2025,1,1.0,1.0,1.0,1.0,,6.0,16.66,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
PBKS,SN Khan,2021-2021,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2021-01-01,2021-12-31
PBKS,GJ Maxwell,2025-2025,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2025-01-01,2025-12-31
PBKS,RP Meredith,2021-2021,5,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
PBKS,YS Chahal,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
PBKS,Gurnoor Brar,2023-2023,1,,,,,,,,,,,,,2023-01-01,2023-12-31
PBKS,M Jansen,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
PBKS,V Kaverappa,2024-2024,1,,,,,,,,,,,,,2024-01-01,2024-12-31
PBKS,IC Porel,2021-2021,1,,,,,,,,,,,,,2021-01-01,2021-12-31
PBKS,AU Rashid,2021-2021,1,,,,,,,,,,,,,2021-01-01,2021-12-31
PBKS,Sandeep Sharma,2022-2022,5,,,,,,,,,,,,,2022-01-01,2022-12-31
PBKS,Jalaj S Saxena,2021-2021,1,,,,,,,,,,,,,2021-01-01,2021-12-31
PBKS,Suryansh Shedge,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
DC,RR Pant,2021-2024,43,42.0,8.0,1205.0,88.0,35.44,837.0,143.96,0.0,6.0,0.0,113.0,51.0,2021-01-01,2024-12-31
DC,DA Warner,2022-2024,34,34.0,3.0,1116.0,92.0,36.0,804.0,138.8,0.0,12.0,3.0,138.0,35.0,2022-01-01,2024-12-31
DC,PP Shaw,2021-2024,41,41.0,0.0,1066.0,82.0,26.0,692.0,154.04,0.0,8.0,3.0,139.0,34.0,2021-01-01,2024-12-31
DC,AR Patel,2021-2025,54,42.0,14.0,762.0,66.0,27.21,559.0,136.31,0.0,3.0,2.0,57.0,37.0,2021-01-01,2025-12-31
DC,S Dhawan,2021-2021,16,16.0,1.0,587.0,92.0,39.13,471.0,124.62,0.0,3.0,0.0,63.0,16.0,2021-01-01,2021-12-31
DC,MR Marsh,2022-2024,21,21.0,0.0,440.0,89.0,20.95,324.0,135.8,0.0,3.0,4.0,39.0,24.0,2022-01-01,2024-12-31
DC,T Stubbs,2024-2025,15,14.0,6.0,412.0,71.0,51.5,220.0,187.27,0.0,3.0,1.0,25.0,29.0,2024-01-01,2025-12-31
DC,Abishek Porel,2023-2025,19,17.0,2.0,360.0,65.0,24.0,238.0,151.26,0.0,2.0,2.0,37.0,15.0,2023-01-01,2025-12-31
DC,J Fraser-McGurk,2024-2025,10,10.0,0.0,331.0,84.0,33.1,143.0,231.46,0.0,4.0,1.0,32.0,28.0,2024-01-01,2025-12-31
DC,Lalit Yadav,2021-2024,27,21.0,5.0,305.0,48.0,19.06,290.0,105.17,0.0,0.0,1.0,27.0,7.0,2021-01-01,2024-12-31
DC,R Powell,2022-2023,17,15.0,2.0,257.0,67.0,19.76,176.0,146.02,0.0,1.0,2.0,11.0,22.0,2022-01-01,2023-12-31
DC,SO Hetmyer,2021-2021,14,13.0,6.0,242.0,53.0,34.57,144.0,168.05,0.0,1.0,0.0,19.0,12.0,2021-01-01,2021-12-31
DC,PD Salt,2023-2023,9,9.0,1.0,218.0,87.0,27.25,133.0,163.9,0.0,2.0,2.0,24.0,10.0,2023-01-01,2023-12-31
DC,RR Rossouw,2023-2023,9,9.0,2.0,209.0,82.0,29.85,141.0,148.22,0.0,1.0,2.0,17.0,11.0,2023-01-01,2023-12-31
DC,SD Hope,2024-2024,9,9.0,1.0,183.0,41.0,22.87,122.0,150.0,0.0,0.0,0.0,12.0,12.0,2024-01-01,2024-12-31
DC,SS Iyer,2021-2021,8,8.0,3.0,175.0,47.0,35.0,171.0,102.33,0.0,0.0,0.0,7.0,5.0,2021-01-01,2021-12-31
DC,MK Pandey,2023-2023,10,9.0,0.0,160.0,50.0,17.77,146.0,109.58,0.0,1.0,2.0,15.0,3.0,2023-01-01,2023-12-31
DC,SPD Smith,2021-2021,8,7.0,1.0,152.0,39.0,25.33,135.0,112.59,0.0,0.0,0.0,13.0,2.0,2021-01-01,2021-12-31
DC,SN Khan,2022-2023,10,9.0,2.0,144.0,36.0,20.57,129.0,111.62,0.0,0.0,0.0,13.0,3.0,2022-01-01,2023-12-31
DC,Kuldeep Yadav,2022-2025,40,23.0,16.0,131.0,35.0,18.71,146.0,89.72,0.0,0.0,3.0,12.0,3.0,2022-01-01,2025-12-31
DC,SN Thakur,2022-2022,14,10.0,2.0,120.0,29.0,15.0,87.0,137.93,0.0,0.0,0.0,7.0,7.0,2022-01-01,2022-12-31
DC,Aman Hakim Khan,2023-2023,11,9.0,1.0,110.0,51.0,13.75,101.0,108.91,0.0,1.0,1.0,7.0,6.0,2023-01-01,2023-12-31
DC,MP Stoinis,2021-2021,10,7.0,3.0,89.0,27.0,22.25,72.0,123.61,0.0,0.0,1.0,11.0,1.0,2021-01-01,2021-12-31
DC,RV Patel,2021-2023,9,7.0,2.0,80.0,23.0,16.0,73.0,109.58,0.0,0.0,0.0,6.0,2.0,2021-01-01,2023-12-31
DC,AR Sharma,2025-2025,1,1.0,1.0,66.0,66.0,,31.0,212.9,0.0,1.0,0.0,5.0,5.0,2025-01-01,2025-12-31
DC,R Ashwin,2021-2021,13,5.0,2.0,44.0,20.0,14.66,42.0,104.76,0.0,0.0,0.0,2.0,1.0,2021-01-01,2021-12-31
DC,A Nortje,2021-2024,30,10.0,5.0,42.0,23.0,8.4,43.0,97.67,0.0,0.0,2.0,6.0,0.0,2021-01-01,2024-12-31
DC,V Nigam,2025-2025,1,1.0,0.0,39.0,39.0,39.0,15.0,260.0,0.0,0.0,0.0,5.0,2.0,2025-01-01,2025-12-31
DC,F du Plessis,2025-2025,1,1.0,0.0,29.0,29.0,29.0,18.0,161.11,0.0,0.0,0.0,3.0,2.0,2025-01-01,2025-12-31
DC,Rasikh Salam,2024-2024,8,4.0,0.0,28.0,10.0,7.0,30.0,93.33,0.0,0.0,0.0,4.0,0.0,2024-01-01,2024-12-31
DC,TL Seifert,2022-2022,2,2.0,0.0,24.0,21.0,12.0,19.0,126.31,0.0,0.0,0.0,4.0,0.0,2022-01-01,2022-12-31
DC,PK Garg,2023-2023,2,2.0,0.0,22.0,12.0,11.0,23.0,95.65,0.0,0.0,0.0,1.0,0.0,2023-01-01,2023-12-31
DC,TK Curran,2021-2021,3,2.0,1.0,21.0,21.0,21.0,17.0,123.52,0.0,0.0,0.0,2.0,0.0,2021-01-01,2021-12-31
DC,Gulbadin Naib,2024-2024,2,1.0,0.0,19.0,19.0,19.0,15.0,126.66,0.0,0.0,0.0,1.0,1.0,2024-01-01,2024-12-31
DC,Mandeep Singh,2022-2022,3,3.0,0.0,18.0,18.0,6.0,23.0,78.26,0.0,0.0,2.0,4.0,0.0,2022-01-01,2022-12-31
DC,Sumit Kumar,2024-2024,4,3.0,1.0,18.0,9.0,9.0,24.0,75.0,0.0,0.0,0.0,2.0,1.0,2024-01-01,2024-12-31
DC,YV Dhull,2023-2023,4,3.0,0.0,16.0,13.0,5.33,23.0,69.56,0.0,0.0,0.0,1.0,0.0,2023-01-01,2023-12-31
DC,P Dubey,2023-2023,1,1.0,0.0,16.0,16.0,16.0,20.0,80.0,0.0,0.0,0.0,2.0,0.0,2023-01-01,2023-12-31
DC,CR Woakes,2021-2021,3,1.0,1.0,15.0,15.0,,11.0,136.36,0.0,0.0,0.0,2.0,0.0,2021-01-01,2021-12-31
DC,K Rabada,2021-2021,15,3.0,3.0,13.0,9.0,,6.0,216.66,0.0,0.0,0.0,2.0,0.0,2021-01-01,2021-12-31
DC,Mukesh Kumar,2023-2025,21,5.0,4.0,10.0,6.0,10.0,18.0,55.55,0.0,0.0,0.0,0.0,0.0,2023-01-01,2025-12-31
DC,KS Bharat,2022-2022,2,2.0,0.0,8.0,8.0,4.0,7.0,114.28,0.0,0.0,1.0,2.0,0.0,2022-01-01,2022-12-31
DC,AM Rahane,2021-2021,2,1.0,0.0,8.0,8.0,8.0,8.0,100.0,0.0,0.0,0.0,1.0,0.0,2021-01-01,2021-12-31
DC,Avesh Khan,2021-2021,16,1.0,0.0,5.0,5.0,5.0,3.0,166.66,0.0,0.0,0.0,1.0,0.0,2021-01-01,2021-12-31
DC,Mustafizur Rahman,2022-2023,10,2.0,2.0,4.0,3.0,,6.0,66.66,0.0,0.0,0.0,0.0,0.0,2022-01-01,2023-12-31
DC,C Sakariya,2022-2023,5,2.0,1.0,4.0,4.0,4.0,6.0,66.66,0.0,0.0,0.0,1.0,0.0,2022-01-01,2023-12-31
DC,Sameer Rizvi,2025-2025,1,1.0,0.0,4.0,4.0,4.0,4.0,100.0,0.0,0.0,0.0,1.0,0.0,2025-01-01,2025-12-31
DC,RK Bhui,2024-2024,2,2.0,0.0,3.0,3.0,1.5,9.0,33.33,0.0,0.0,1.0,0.0,0.0,2024-01-01,2024-12-31
DC,K Kushagra,2024-2024,4,3.0,0.0,3.0,2.0,1.0,7.0,42.85,0.0,0.0,1.0,0.0,0.0,2024-01-01,2024-12-31
DC,JA Richardson,2024-2024,1,1.0,0.0,2.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
DC,I Sharma,2021-2024,20,3.0,3.0,2.0,1.0,,8.0,25.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2024-12-31
DC,MA Starc,2025-2025,1,1.0,0.0,2.0,2.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
DC,MM Sharma,2025-2025,1,1.0,1.0,1.0,1.0,,2.0,50.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
DC,LB Williams,2024-2024,2,1.0,1.0,1.0,1.0,,2.0,50.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
DC,KK Ahmed,2022-2024,33,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2022-01-01,2024-12-31
DC,LI Meriwala,2021-2021,1,,,,,,,,,,,,,2021-01-01,2021-12-31
DC,A Mishra,2021-2021,4,,,,,,,,,,,,,2021-01-01,2021-12-31
DC,KL Nagarkoti,2022-2022,1,,,,,,,,,,,,,2022-01-01,2022-12-31
GT,Shubman Gill,2022-2025,46,45.0,5.0,1799.0,129.0,44.97,1218.0,147.7,4.0,10.0,3.0,173.0,59.0,2022-01-01,2025-12-31
GT,B Sai Sudharsan,2022-2025,26,25.0,3.0,1034.0,103.0,47.0,743.0,139.16,1.0,6.0,0.0,95.0,31.0,2022-01-01,2025-12-31
GT,DA Miller,2022-2024,41,38.0,17.0,950.0,94.0,45.23,654.0,145.25,0.0,3.0,1.0,70.0,44.0,2022-01-01,2024-12-31
GT,HH Pandya,2022-2023,31,30.0,8.0,833.0,87.0,37.86,624.0,133.49,0.0,6.0,0.0,75.0,27.0,2022-01-01,2023-12-31
GT,WP Saha,2022-2024,37,37.0,2.0,824.0,81.0,23.54,661.0,124.65,0.0,5.0,3.0,105.0,18.0,2022-01-01,2024-12-31
GT,R Tewatia,2022-2025,46,31.0,13.0,492.0,43.0,27.33,333.0,147.74,0.0,0.0,0.0,49.0,21.0,2022-01-01,2025-12-31
GT,V Shankar,2022-2024,25,21.0,4.0,403.0,63.0,23.7,295.0,136.61,0.0,3.0,1.0,35.0,17.0,2022-01-01,2024-12-31
GT,Rashid Khan,2022-2025,46,25.0,12.0,323.0,79.0,24.84,175.0,184.57,0.0,1.0,6.0,22.0,25.0,2022-01-01,2025-12-31
GT,A Manohar,2022-2024,19,15.0,1.0,231.0,43.0,16.5,174.0,132.75,0.0,0.0,1.0,21.0,10.0,2022-01-01,2024-12-31
GT,MS Wade,2022-2024,12,11.0,0.0,161.0,35.0,14.63,144.0,111.8,0.0,0.0,0.0,23.0,2.0,2022-01-01,2024-12-31
GT,M Shahrukh Khan,2024-2025,8,7.0,0.0,127.0,58.0,18.14,75.0,169.33,0.0,1.0,1.0,9.0,9.0,2024-01-01,2025-12-31
GT,Azmatullah Omarzai,2024-2024,7,4.0,0.0,42.0,17.0,10.5,33.0,127.27,0.0,0.0,0.0,2.0,2.0,2024-01-01,2024-12-31
GT,KS Williamson,2023-2024,3,2.0,0.0,27.0,26.0,13.5,27.0,100.0,0.0,0.0,0.0,4.0,0.0,2023-01-01,2024-12-31
GT,MD Shanaka,2023-2023,3,3.0,1.0,26.0,17.0,13.0,26.0,100.0,0.0,0.0,1.0,2.0,1.0,2023-01-01,2023-12-31
GT,Noor Ahmad,2023-2024,23,7.0,3.0,13.0,7.0,3.25,18.0,72.22,0.0,0.0,1.0,2.0,0.0,2023-01-01,2024-12-31
GT,R Sai Kishore,2022-2025,11,2.0,1.0,13.0,13.0,13.0,6.0,216.66,0.0,0.0,0.0,0.0,2.0,2022-01-01,2025-12-31
GT,AS Joseph,2022-2023,16,5.0,4.0,12.0,7.0,12.0,19.0,63.15,0.0,0.0,1.0,1.0,0.0,2022-01-01,2023-12-31
GT,DG Nalkande,2022-2024,6,2.0,0.0,12.0,12.0,6.0,12.0,100.0,0.0,0.0,1.0,0.0,1.0,2022-01-01,2024-12-31
GT,UT Yadav,2024-2024,7,2.0,1.0,12.0,10.0,12.0,15.0,80.0,0.0,0.0,0.0,0.0,1.0,2024-01-01,2024-12-31
GT,SH Johnson,2024-2024,5,3.0,3.0,6.0,5.0,,7.0,85.71,0.0,0.0,0.0,1.0,0.0,2024-01-01,2024-12-31
GT,LH Ferguson,2022-2022,13,3.0,1.0,5.0,5.0,2.5,4.0,125.0,0.0,0.0,1.0,1.0,0.0,2022-01-01,2022-12-31
GT,Mohammed Shami,2022-2023,33,2.0,0.0,5.0,5.0,2.5,6.0,83.33,0.0,0.0,1.0,1.0,0.0,2022-01-01,2023-12-31
GT,PJ Sangwan,2022-2022,3,1.0,0.0,2.0,2.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2022-12-31
GT,BR Sharath,2024-2024,1,1.0,0.0,2.0,2.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
GT,MM Sharma,2023-2024,26,4.0,2.0,2.0,2.0,1.0,16.0,12.5,0.0,0.0,1.0,0.0,0.0,2023-01-01,2024-12-31
GT,MJ Suthar,2024-2024,1,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
GT,Yash Dayal,2022-2023,14,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2022-01-01,2023-12-31
GT,VR Aaron,2022-2022,2,,,,,,,,,,,,,2022-01-01,2022-12-31
GT,Arshad Khan,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
GT,JC Buttler,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
GT,Kartik Tyagi,2024-2024,1,,,,,,,,,,,,,2024-01-01,2024-12-31
GT,JB Little,2023-2024,11,,,,,,,,,,,,,2023-01-01,2024-12-31
GT,Mohammed Siraj,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
GT,M Prasidh Krishna,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
GT,K Rabada,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
GT,S Sandeep Warrier,2024-2024,5,,,,,,,,,,,,,2024-01-01,2024-12-31
GT,J Yadav,2023-2023,1,,,,,,,,,,,,,2023-01-01,2023-12-31
LSG,KL Rahul,2022-2024,38,38.0,4.0,1410.0,103.0,41.47,1079.0,130.67,2.0,10.0,3.0,118.0,53.0,2022-01-01,2024-12-31
LSG,MP Stoinis,2022-2024,40,39.0,6.0,952.0,124.0,28.84,641.0,148.51,1.0,5.0,4.0,74.0,56.0,2022-01-01,2024-12-31
LSG,N Pooran,2023-2025,30,30.0,9.0,932.0,75.0,44.38,517.0,180.27,0.0,6.0,3.0,67.0,69.0,2023-01-01,2025-12-31
LSG,Q de Kock,2022-2024,30,30.0,1.0,901.0,140.0,31.06,629.0,143.24,1.0,7.0,1.0,86.0,40.0,2022-01-01,2024-12-31
LSG,DJ Hooda,2022-2024,38,35.0,2.0,680.0,59.0,20.6,525.0,129.52,0.0,5.0,1.0,55.0,23.0,2022-01-01,2024-12-31
LSG,A Badoni,2022-2025,43,36.0,9.0,638.0,59.0,23.62,478.0,133.47,0.0,4.0,2.0,46.0,24.0,2022-01-01,2025-12-31
LSG,KH Pandya,2022-2024,43,39.0,16.0,504.0,49.0,21.91,415.0,121.44,0.0,0.0,4.0,39.0,15.0,2022-01-01,2024-12-31
LSG,KR Mayers,2023-2023,13,13.0,0.0,379.0,73.0,29.15,263.0,144.1,0.0,4.0,2.0,38.0,22.0,2023-01-01,2023-12-31
LSG,PN Mankad,2023-2023,5,5.0,2.0,93.0,64.0,31.0,72.0,129.16,0.0,1.0,1.0,12.0,2.0,2023-01-01,2023-12-31
LSG,MK Pandey,2022-2022,6,6.0,0.0,88.0,38.0,14.66,80.0,110.0,0.0,0.0,0.0,9.0,2.0,2022-01-01,2022-12-31
LSG,Arshad Khan,2024-2024,4,4.0,2.0,83.0,58.0,41.5,54.0,153.7,0.0,1.0,1.0,6.0,5.0,2024-01-01,2024-12-31
LSG,E Lewis,2022-2022,6,5.0,2.0,73.0,55.0,24.33,56.0,130.35,0.0,1.0,0.0,8.0,3.0,2022-01-01,2022-12-31
LSG,MR Marsh,2025-2025,1,1.0,0.0,72.0,72.0,72.0,36.0,200.0,0.0,1.0,0.0,6.0,6.0,2025-01-01,2025-12-31
LSG,K Gowtham,2022-2024,12,8.0,3.0,61.0,23.0,12.2,38.0,160.52,0.0,0.0,1.0,2.0,5.0,2022-01-01,2024-12-31
LSG,JO Holder,2022-2022,12,8.0,2.0,58.0,16.0,9.66,44.0,131.81,0.0,0.0,0.0,2.0,6.0,2022-01-01,2022-12-31
LSG,PVD Chameera,2022-2022,12,8.0,4.0,43.0,17.0,10.75,28.0,153.57,0.0,0.0,2.0,3.0,3.0,2022-01-01,2022-12-31
LSG,D Padikkal,2024-2024,7,7.0,0.0,38.0,13.0,5.42,53.0,71.69,0.0,0.0,2.0,3.0,0.0,2024-01-01,2024-12-31
LSG,M Vohra,2022-2023,3,2.0,0.0,29.0,19.0,14.5,22.0,131.81,0.0,0.0,0.0,2.0,2.0,2022-01-01,2023-12-31
LSG,DA Miller,2025-2025,1,1.0,1.0,27.0,27.0,,19.0,142.1,0.0,0.0,0.0,1.0,2.0,2025-01-01,2025-12-31
LSG,Mohsin Khan,2022-2024,24,5.0,2.0,25.0,13.0,8.33,24.0,104.16,0.0,0.0,1.0,2.0,1.0,2022-01-01,2024-12-31
LSG,Ravi Bishnoi,2022-2025,44,12.0,5.0,24.0,5.0,3.42,36.0,66.66,0.0,0.0,2.0,1.0,0.0,2022-01-01,2025-12-31
LSG,Avesh Khan,2022-2023,22,5.0,4.0,22.0,12.0,22.0,14.0,157.14,0.0,0.0,0.0,0.0,3.0,2022-01-01,2023-12-31
LSG,Yudhvir Singh,2023-2024,5,4.0,0.0,22.0,14.0,5.5,16.0,137.5,0.0,0.0,1.0,1.0,2.0,2023-01-01,2024-12-31
LSG,AJ Turner,2024-2024,2,2.0,0.0,21.0,16.0,10.5,18.0,116.66,0.0,0.0,0.0,0.0,2.0,2024-01-01,2024-12-31
LSG,A Mishra,2023-2024,8,1.0,0.0,19.0,19.0,19.0,30.0,63.33,0.0,0.0,0.0,2.0,0.0,2023-01-01,2024-12-31
LSG,Naveen-ul-Haq,2023-2024,18,6.0,5.0,18.0,13.0,18.0,25.0,72.0,0.0,0.0,0.0,2.0,0.0,2023-01-01,2024-12-31
LSG,KS Sharma,2022-2023,3,3.0,0.0,16.0,9.0,5.33,25.0,64.0,0.0,0.0,0.0,1.0,0.0,2022-01-01,2023-12-31
LSG,AK Markram,2025-2025,1,1.0,0.0,15.0,15.0,15.0,13.0,115.38,0.0,0.0,0.0,1.0,1.0,2025-01-01,2025-12-31
LSG,MA Wood,2023-2023,4,2.0,1.0,11.0,10.0,11.0,5.0,220.0,0.0,0.0,0.0,1.0,1.0,2023-01-01,2023-12-31
LSG,AA Kulkarni,2024-2024,2,2.0,0.0,9.0,9.0,4.5,8.0,112.5,0.0,0.0,1.0,2.0,0.0,2024-01-01,2024-12-31
LSG,Shahbaz Ahmed,2025-2025,1,1.0,0.0,9.0,9.0,9.0,8.0,112.5,0.0,0.0,0.0,1.0,0.0,2025-01-01,2025-12-31
LSG,JD Unadkat,2023-2023,3,1.0,0.0,9.0,9.0,9.0,7.0,128.57,0.0,0.0,0.0,1.0,0.0,2023-01-01,2023-12-31
LSG,Swapnil Singh,2023-2023,2,1.0,1.0,2.0,2.0,,4.0,50.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023-12-31
LSG,RR Pant,2025-2025,1,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2025-01-01,2025-12-31
LSG,DS Rathi,2025-2025,1,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
LSG,R Shepherd,2023-2023,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-01,2023-12-31
LSG,SN Thakur,2025-2025,1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2025-01-01,2025-12-31
LSG,MJ Henry,2024-2024,4,,,,,,,,,,,,,2024-01-01,2024-12-31
LSG,S Joseph,2024-2024,1,,,,,,,,,,,,,2024-01-01,2024-12-31
LSG,Prince Yadav,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
LSG,M Siddharth,2024-2025,4,,,,,,,,,,,,,2024-01-01,2025-12-31
LSG,Yash Thakur,2023-2024,19,,,,,,,,,,,,,2023-01-01,2024-12-31
LSG,AJ Tye,2022-2022,3,,,,,,,,,,,,,2022-01-01,2022-12-31
LSG,MP Yadav,2024-2024,4,,,,,,,,,,,,,2024-01-01,2024-12-31
