Team,Player,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Start Date,End Date
RR,NM Coulter-Nile,2022-2022,1,1.0,3.0,0.0,48.0,0.0,,,16.0,,0.0,0.0,2022-01-01,2022-12-31
RR,S Dube,2021-2021,9,4.0,5.0,0.0,49.0,0.0,,,9.8,,0.0,0.0,2021-01-01,2021-12-31
RR,Fazalhaq Farooqi,2025-2025,1,1.0,3.0,0.0,49.0,0.0,,,16.33,,0.0,0.0,2025-01-01,2025-12-31
RR,S Gopal,2021-2021,3,3.0,7.0,0.0,84.0,0.0,,,12.0,,0.0,0.0,2021-01-01,2021-12-31
RR,YBK Jaiswal,2021-2025,51,1.0,0.1,0.0,6.0,0.0,,,36.0,,0.0,0.0,2021-01-01,2025-12-31
RR,M Markande,2021-2021,1,1.0,3.0,0.0,26.0,0.0,,,8.66,,0.0,0.0,2021-01-01,2021-12-31
RR,DJ Mitchell,2022-2022,2,2.0,2.0,0.0,27.0,0.0,,,13.5,,0.0,0.0,2022-01-01,2022-12-31
RR,JDS Neesham,2022-2022,2,1.0,3.0,0.0,29.0,0.0,,,9.66,,0.0,0.0,2022-01-01,2022-12-31
RR,N Rana,2025-2025,1,1.0,1.0,0.0,9.0,0.0,,,9.0,,0.0,0.0,2025-01-01,2025-12-31
RR,JE Root,2023-2023,3,1.0,2.0,0.0,14.0,0.0,,,7.0,,0.0,0.0,2023-01-01,2023-12-31
RR,T Shamsi,2021-2021,1,1.0,4.0,0.0,34.0,0.0,,,8.5,,0.0,0.0,2021-01-01,2021-12-31
RR,BA Stokes,2021-2021,1,1.0,1.0,0.0,12.0,0.0,,,12.0,,0.0,0.0,2021-01-01,2021-12-31
RR,Abdul Basith,2023-2023,1,,,,,,,,,,,,2023-01-01,2023-12-31
RR,Anuj Rawat,2021-2021,2,,,,,,,,,,,,2021-01-01,2021-12-31
RR,JC Buttler,2021-2024,49,,,,,,,,,,,,2021-01-01,2024-12-31
RR,SB Dubey,2024-2025,5,,,,,,,,,,,,2024-01-01,2025-12-31
RR,D Ferreira,2024-2024,2,,,,,,,,,,,,2024-01-01,2024-12-31
RR,SO Hetmyer,2022-2025,42,,,,,,,,,,,,2022-01-01,2025-12-31
RR,DC Jurel,2023-2025,29,,,,,,,,,,,,2023-01-01,2025-12-31
RR,T Kohler-Cadmore,2024-2024,4,,,,,,,,,,,,2024-01-01,2024-12-31
RR,TK Kotian,2024-2024,1,,,,,,,,,,,,2024-01-01,2024-12-31
RR,E Lewis,2021-2021,5,,,,,,,,,,,,2021-01-01,2021-12-31
RR,LS Livingstone,2021-2021,5,,,,,,,,,,,,2021-01-01,2021-12-31
RR,DA Miller,2021-2021,9,,,,,,,,,,,,2021-01-01,2021-12-31
RR,KK Nair,2022-2022,3,,,,,,,,,,,,2022-01-01,2022-12-31
RR,D Padikkal,2022-2023,28,,,,,,,,,,,,2022-01-01,2023-12-31
RR,R Powell,2024-2024,10,,,,,,,,,,,,2024-01-01,2024-12-31
RR,SV Samson,2021-2025,62,,,,,,,,,,,,2021-01-01,2025-12-31
RR,HE van der Dussen,2022-2022,3,,,,,,,,,,,,2022-01-01,2022-12-31
RR,M Vohra,2021-2021,4,,,,,,,,,,,,2021-01-01,2021-12-31
PBKS,Arshdeep Singh,2021-2025,55,54.0,192.3,0.0,1725.0,64.0,5/32,26.95,8.96,18.0,2.0,1.0,2021-01-01,2025-12-31
PBKS,K Rabada,2022-2024,30,30.0,113.0,0.0,1010.0,41.0,4/33,24.63,8.93,16.5,2.0,0.0,2022-01-01,2024-12-31
PBKS,RD Chahar,2022-2024,36,36.0,127.2,1.0,1024.0,32.0,3/23,32.0,8.04,23.8,0.0,0.0,2022-01-01,2024-12-31
PBKS,SM Curran,2023-2024,27,27.0,88.5,0.0,905.0,26.0,3/28,34.8,10.18,20.5,0.0,0.0,2023-01-01,2024-12-31
PBKS,Harpreet Brar,2021-2024,38,36.0,104.1,1.0,806.0,25.0,4/30,32.24,7.73,25.0,1.0,0.0,2021-01-01,2024-12-31
PBKS,HV Patel,2024-2024,14,14.0,49.0,0.0,477.0,24.0,3/15,19.87,9.73,12.2,0.0,0.0,2024-01-01,2024-12-31
PBKS,Mohammed Shami,2021-2021,14,14.0,52.4,1.0,395.0,19.0,3/21,20.78,7.5,16.6,0.0,0.0,2021-01-01,2021-12-31
PBKS,NT Ellis,2021-2024,16,16.0,59.0,0.0,508.0,18.0,4/30,28.22,8.61,19.6,1.0,0.0,2021-01-01,2024-12-31
PBKS,Ravi Bishnoi,2021-2021,9,9.0,36.0,0.0,230.0,12.0,3/24,19.16,6.38,18.0,0.0,0.0,2021-01-01,2021-12-31
PBKS,LS Livingstone,2022-2024,30,21.0,42.0,0.0,380.0,11.0,3/27,34.54,9.04,22.9,0.0,0.0,2022-01-01,2024-12-31
PBKS,R Dhawan,2022-2024,13,11.0,29.0,0.0,251.0,7.0,2/36,35.85,8.65,24.8,0.0,0.0,2022-01-01,2024-12-31
PBKS,OF Smith,2022-2022,6,6.0,15.0,0.0,178.0,6.0,4/30,29.66,11.86,15.0,1.0,0.0,2022-01-01,2022-12-31
PBKS,MC Henriques,2021-2021,5,5.0,10.0,0.0,45.0,4.0,3/12,11.25,4.5,15.0,0.0,0.0,2021-01-01,2021-12-31
PBKS,CJ Jordan,2021-2021,4,4.0,12.0,0.0,96.0,4.0,2/20,24.0,8.0,18.0,0.0,0.0,2021-01-01,2021-12-31
PBKS,RP Meredith,2021-2021,5,5.0,17.0,0.0,169.0,4.0,1/29,42.25,9.94,25.5,0.0,0.0,2021-01-01,2021-12-31
PBKS,VG Arora,2022-2022,5,5.0,17.5,0.0,164.0,3.0,2/21,54.66,9.19,35.6,0.0,0.0,2022-01-01,2022-12-31
PBKS,JA Richardson,2021-2021,3,3.0,11.0,0.0,117.0,3.0,2/41,39.0,10.63,22.0,0.0,0.0,2021-01-01,2021-12-31
PBKS,Sikandar Raza,2023-2024,9,7.0,14.0,0.0,141.0,3.0,1/19,47.0,10.07,28.0,0.0,0.0,2023-01-01,2024-12-31
PBKS,DJ Hooda,2021-2021,12,7.0,16.0,0.0,136.0,2.0,1/15,68.0,8.5,48.0,0.0,0.0,2021-01-01,2021-12-31
PBKS,V Kaverappa,2024-2024,1,1.0,4.0,0.0,36.0,2.0,2/36,18.0,9.0,12.0,0.0,0.0,2024-01-01,2024-12-31
PBKS,Sandeep Sharma,2022-2022,5,5.0,20.0,0.0,153.0,2.0,1/18,76.5,7.65,60.0,0.0,0.0,2022-01-01,2022-12-31
PBKS,FA Allen,2021-2021,4,3.0,11.0,1.0,90.0,1.0,1/22,90.0,8.18,66.0,0.0,0.0,2021-01-01,2021-12-31
PBKS,M Ashwin,2021-2021,3,3.0,11.0,0.0,97.0,1.0,1/32,97.0,8.81,66.0,0.0,0.0,2021-01-01,2021-12-31
PBKS,IC Porel,2021-2021,1,1.0,4.0,0.0,39.0,1.0,1/39,39.0,9.75,24.0,0.0,0.0,2021-01-01,2021-12-31
PBKS,Shashank Singh,2024-2025,15,1.0,1.0,0.0,5.0,1.0,1/5,5.0,5.0,6.0,0.0,0.0,2024-01-01,2025-12-31
PBKS,Gurnoor Brar,2023-2023,1,1.0,3.0,0.0,42.0,0.0,,,14.0,,0.0,0.0,2023-01-01,2023-12-31
PBKS,AK Markram,2021-2021,6,2.0,4.0,0.0,23.0,0.0,,,5.75,,0.0,0.0,2021-01-01,2021-12-31
PBKS,Mohit Rathee,2023-2023,1,1.0,2.0,0.0,29.0,0.0,,,14.5,,0.0,0.0,2023-01-01,2023-12-31
PBKS,AU Rashid,2021-2021,1,1.0,3.0,0.0,35.0,0.0,,,11.66,,0.0,0.0,2021-01-01,2021-12-31
PBKS,Jalaj S Saxena,2021-2021,1,1.0,3.0,0.0,27.0,0.0,,,9.0,,0.0,0.0,2021-01-01,2021-12-31
PBKS,MW Short,2023-2023,6,3.0,4.0,0.0,25.0,0.0,,,6.25,,0.0,0.0,2023-01-01,2023-12-31
PBKS,A Taide,2023-2024,9,1.0,0.1,0.0,4.0,0.0,,,24.0,,0.0,0.0,2023-01-01,2024-12-31
PBKS,MA Agarwal,2021-2022,25,,,,,,,,,,,,2021-01-01,2022-12-31
PBKS,P Arya,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
PBKS,Azmatullah Omarzai,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
PBKS,JM Bairstow,2022-2024,22,,,,,,,,,,,,2022-01-01,2024-12-31
PBKS,RA Bawa,2022-2022,2,,,,,,,,,,,,2022-01-01,2022-12-31
PBKS,YS Chahal,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
PBKS,S Dhawan,2022-2024,30,,,,,,,,,,,,2022-01-01,2024-12-31
PBKS,CH Gayle,2021-2021,10,,,,,,,,,,,,2021-01-01,2021-12-31
PBKS,Harpreet Singh,2023-2024,5,,,,,,,,,,,,2023-01-01,2024-12-31
PBKS,SS Iyer,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
PBKS,M Jansen,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
PBKS,SN Khan,2021-2021,2,,,,,,,,,,,,2021-01-01,2021-12-31
PBKS,DJ Malan,2021-2021,1,,,,,,,,,,,,2021-01-01,2021-12-31
PBKS,Mandeep Singh,2021-2021,1,,,,,,,,,,,,2021-01-01,2021-12-31
PBKS,PN Mankad,2022-2022,1,,,,,,,,,,,,2022-01-01,2022-12-31
PBKS,GJ Maxwell,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
PBKS,N Pooran,2021-2021,12,,,,,,,,,,,,2021-01-01,2021-12-31
PBKS,Prabhsimran Singh,2021-2025,32,,,,,,,,,,,,2021-01-01,2025-12-31
PBKS,KL Rahul,2021-2021,13,,,,,,,,,,,,2021-01-01,2021-12-31
PBKS,PBB Rajapaksa,2022-2023,13,,,,,,,,,,,,2022-01-01,2023-12-31
PBKS,RR Rossouw,2024-2024,8,,,,,,,,,,,,2024-01-01,2024-12-31
PBKS,M Shahrukh Khan,2021-2023,33,,,,,,,,,,,,2021-01-01,2023-12-31
PBKS,AR Sharma,2024-2024,11,,,,,,,,,,,,2024-01-01,2024-12-31
PBKS,JM Sharma,2022-2024,40,,,,,,,,,,,,2022-01-01,2024-12-31
PBKS,Shivam Singh,2024-2024,1,,,,,,,,,,,,2024-01-01,2024-12-31
PBKS,MP Stoinis,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
PBKS,Suryansh Shedge,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
DC,Kuldeep Yadav,2022-2025,40,40.0,145.4,1.0,1172.0,49.0,4/14,23.91,8.04,17.8,3.0,0.0,2022-01-01,2025-12-31
DC,AR Patel,2021-2025,54,53.0,183.0,0.0,1320.0,43.0,3/21,30.69,7.21,25.5,0.0,0.0,2021-01-01,2025-12-31
DC,KK Ahmed,2022-2024,33,33.0,122.1,4.0,1095.0,42.0,3/25,26.07,8.96,17.4,0.0,0.0,2022-01-01,2024-12-31
DC,A Nortje,2021-2024,30,30.0,114.4,1.0,1062.0,38.0,3/42,27.94,9.26,18.1,0.0,0.0,2021-01-01,2024-12-31
DC,Mukesh Kumar,2023-2025,21,21.0,68.3,0.0,716.0,25.0,3/14,28.64,10.45,16.4,0.0,0.0,2023-01-01,2025-12-31
DC,Avesh Khan,2021-2021,16,16.0,61.0,0.0,450.0,24.0,3/13,18.75,7.37,15.2,0.0,0.0,2021-01-01,2021-12-31
DC,I Sharma,2021-2024,20,20.0,64.0,2.0,568.0,21.0,3/34,27.04,8.87,18.2,0.0,0.0,2021-01-01,2024-12-31
DC,MR Marsh,2022-2024,21,15.0,40.1,1.0,375.0,17.0,4/27,22.05,9.33,14.1,1.0,0.0,2022-01-01,2024-12-31
DC,K Rabada,2021-2021,15,15.0,56.0,1.0,456.0,15.0,3/36,30.4,8.14,22.4,0.0,0.0,2021-01-01,2021-12-31
DC,SN Thakur,2022-2022,14,14.0,48.2,1.0,473.0,15.0,4/36,31.53,9.78,19.3,1.0,0.0,2022-01-01,2022-12-31
DC,Lalit Yadav,2021-2024,27,19.0,48.0,0.0,425.0,10.0,2/11,42.5,8.85,28.8,0.0,0.0,2021-01-01,2024-12-31
DC,Mustafizur Rahman,2022-2023,10,10.0,39.0,0.0,323.0,9.0,3/18,35.88,8.28,26.0,0.0,0.0,2022-01-01,2023-12-31
DC,Rasikh Salam,2024-2024,8,8.0,24.3,0.0,269.0,9.0,3/34,29.88,10.97,16.3,0.0,0.0,2024-01-01,2024-12-31
DC,R Ashwin,2021-2021,13,13.0,44.4,0.0,331.0,7.0,2/27,47.28,7.41,38.2,0.0,0.0,2021-01-01,2021-12-31
DC,A Mishra,2021-2021,4,4.0,14.0,0.0,109.0,6.0,4/24,18.16,7.78,14.0,1.0,0.0,2021-01-01,2021-12-31
DC,C Sakariya,2022-2023,5,5.0,19.0,0.0,173.0,6.0,2/23,28.83,9.1,19.0,0.0,0.0,2022-01-01,2023-12-31
DC,CR Woakes,2021-2021,3,3.0,11.0,0.0,82.0,5.0,2/18,16.4,7.45,13.2,0.0,0.0,2021-01-01,2021-12-31
DC,TK Curran,2021-2021,3,3.0,11.2,0.0,104.0,4.0,3/29,26.0,9.17,17.0,0.0,0.0,2021-01-01,2021-12-31
DC,MA Starc,2025-2025,1,1.0,4.0,0.0,42.0,3.0,3/42,14.0,10.5,8.0,0.0,0.0,2025-01-01,2025-12-31
