Team,Player,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Start Date,End Date
MI,PP Chawla,2021-2024,28,28.0,100.0,0.0,845.0,36.0,3/22,23.47,8.45,16.6,0.0,0.0,2021-01-01,2024-12-31
MI,A Madhwal,2023-2024,13,13.0,43.4,0.0,424.0,19.0,5/5,22.31,9.7,13.7,1.0,1.0,2023-01-01,2024-12-31
MI,RP Meredith,2022-2023,13,13.0,47.4,0.0,443.0,15.0,2/24,29.53,9.29,19.0,0.0,0.0,2022-01-01,2023-12-31
MI,JP Behrendorff,2023-2023,12,12.0,42.0,0.0,387.0,14.0,3/23,27.64,9.21,18.0,0.0,0.0,2023-01-01,2023-12-31
MI,TA Boult,2021-2025,15,15.0,54.2,1.0,433.0,13.0,3/28,33.3,7.96,25.0,0.0,0.0,2021-01-01,2025-12-31
MI,RD Chahar,2021-2021,11,11.0,43.0,0.0,318.0,13.0,4/27,24.46,7.39,19.8,1.0,0.0,2021-01-01,2021-12-31
MI,G Coetzee,2024-2024,10,10.0,33.3,0.0,341.0,13.0,4/34,26.23,10.17,15.4,1.0,0.0,2024-01-01,2024-12-31
MI,DR Sams,2022-2022,11,11.0,42.0,0.0,370.0,13.0,4/30,28.46,8.8,19.3,1.0,0.0,2022-01-01,2022-12-31
MI,HH Pandya,2021-2024,26,12.0,36.0,0.0,387.0,11.0,3/31,35.18,10.75,19.6,0.0,0.0,2021-01-01,2024-12-31
MI,K Kartikeya,2022-2023,12,12.0,39.0,0.0,329.0,10.0,2/22,32.9,8.43,23.4,0.0,0.0,2022-01-01,2023-12-31
MI,M Ashwin,2022-2022,8,8.0,29.0,0.0,228.0,9.0,2/14,25.33,7.86,19.3,0.0,0.0,2022-01-01,2022-12-31
MI,KA Pollard,2021-2022,25,15.0,27.1,0.0,220.0,9.0,2/8,24.44,8.09,18.1,0.0,0.0,2021-01-01,2022-12-31
MI,N Thushara,2024-2024,7,7.0,26.0,0.0,257.0,8.0,3/28,32.12,9.88,19.5,0.0,0.0,2024-01-01,2024-12-31
MI,NM Coulter-Nile,2021-2021,5,5.0,20.0,0.0,127.0,7.0,4/14,18.14,6.35,17.1,1.0,0.0,2021-01-01,2021-12-31
MI,C Green,2023-2023,16,16.0,38.0,0.0,361.0,6.0,2/41,60.16,9.5,38.0,0.0,0.0,2023-01-01,2023-12-31
MI,TS Mills,2022-2022,5,5.0,17.0,0.0,190.0,6.0,3/35,31.66,11.17,17.0,0.0,0.0,2022-01-01,2022-12-31
MI,Ramandeep Singh,2022-2022,5,3.0,6.0,0.0,54.0,6.0,3/20,9.0,9.0,6.0,0.0,0.0,2022-01-01,2022-12-31
MI,JD Unadkat,2022-2022,5,5.0,20.0,0.0,190.0,6.0,2/32,31.66,9.5,20.0,0.0,0.0,2022-01-01,2022-12-31
MI,Arshad Khan,2023-2023,6,6.0,14.1,0.0,190.0,5.0,3/39,38.0,13.41,17.0,0.0,0.0,2023-01-01,2023-12-31
MI,Basil Thampi,2022-2022,5,5.0,16.0,1.0,152.0,5.0,3/35,30.4,9.5,19.2,0.0,0.0,2022-01-01,2022-12-31
MI,JDS Neesham,2021-2021,3,3.0,9.0,0.0,66.0,5.0,3/12,13.2,7.33,10.8,0.0,0.0,2021-01-01,2021-12-31
MI,KH Pandya,2021-2021,13,12.0,33.1,0.0,265.0,5.0,1/13,53.0,7.98,39.8,0.0,0.0,2021-01-01,2021-12-31
MI,HR Shokeen,2022-2023,13,13.0,34.0,0.0,314.0,5.0,2/34,62.8,9.23,40.8,0.0,0.0,2022-01-01,2023-12-31
MI,S Gopal,2024-2024,3,3.0,7.0,0.0,67.0,3.0,1/9,22.33,9.57,14.0,0.0,0.0,2024-01-01,2024-12-31
MI,CJ Jordan,2023-2023,6,6.0,22.0,1.0,237.0,3.0,1/7,79.0,10.77,44.0,0.0,0.0,2023-01-01,2023-12-31
MI,AF Milne,2021-2021,4,4.0,14.0,0.0,131.0,3.0,2/21,43.66,9.35,28.0,0.0,0.0,2021-01-01,2021-12-31
MI,V Puthur,2025-2025,1,1.0,4.0,0.0,32.0,3.0,3/32,10.66,8.0,8.0,0.0,0.0,2025-01-01,2025-12-31
MI,AS Tendulkar,2023-2024,5,5.0,12.1,0.0,114.0,3.0,1/9,38.0,9.36,24.3,0.0,0.0,2023-01-01,2024-12-31
MI,JC Archer,2023-2023,5,5.0,20.0,0.0,190.0,2.0,1/35,95.0,9.5,60.0,0.0,0.0,2023-01-01,2023-12-31
MI,M Jansen,2021-2021,2,2.0,6.0,0.0,45.0,2.0,2/28,22.5,7.5,18.0,0.0,0.0,2021-01-01,2021-12-31
MI,A Kamboj,2024-2024,3,3.0,10.0,0.0,114.0,2.0,1/24,57.0,11.4,30.0,0.0,0.0,2024-01-01,2024-12-31
MI,Mohammad Nabi,2024-2024,7,6.0,12.2,0.0,109.0,2.0,1/16,54.5,8.83,37.0,0.0,0.0,2024-01-01,2024-12-31
MI,J Yadav,2021-2021,5,5.0,17.0,0.0,130.0,2.0,1/25,65.0,7.64,51.0,0.0,0.0,2021-01-01,2021-12-31
MI,FA Allen,2022-2022,1,1.0,4.0,0.0,46.0,1.0,1/46,46.0,11.5,24.0,0.0,0.0,2022-01-01,2022-12-31
MI,D Brevis,2022-2024,10,1.0,0.3,0.0,8.0,1.0,1/8,8.0,16.0,3.0,0.0,0.0,2022-01-01,2024-12-31
MI,DL Chahar,2025-2025,1,1.0,2.0,0.0,18.0,1.0,1/18,18.0,9.0,12.0,0.0,0.0,2025-01-01,2025-12-31
MI,WG Jacks,2025-2025,1,1.0,4.0,0.0,32.0,1.0,1/32,32.0,8.0,24.0,0.0,0.0,2025-01-01,2025-12-31
MI,D Jansen,2023-2023,1,1.0,4.0,0.0,53.0,1.0,1/53,53.0,13.25,24.0,0.0,0.0,2023-01-01,2023-12-31
MI,KT Maphaka,2024-2024,2,2.0,6.0,0.0,89.0,1.0,1/23,89.0,14.83,36.0,0.0,0.0,2024-01-01,2024-12-31
MI,M Markande,2022-2022,2,2.0,7.0,0.0,57.0,1.0,1/26,57.0,8.14,42.0,0.0,0.0,2022-01-01,2022-12-31
MI,R Shepherd,2024-2024,6,5.0,12.0,0.0,159.0,1.0,1/54,159.0,13.25,72.0,0.0,0.0,2024-01-01,2024-12-31
MI,T Stubbs,2022-2023,4,1.0,2.0,0.0,14.0,1.0,1/14,14.0,7.0,12.0,0.0,0.0,2022-01-01,2023-12-31
MI,L Wood,2024-2024,2,2.0,6.0,0.0,93.0,1.0,1/68,93.0,15.5,36.0,0.0,0.0,2024-01-01,2024-12-31
MI,R Goyal,2023-2023,1,1.0,4.0,0.0,33.0,0.0,,,8.25,,0.0,0.0,2023-01-01,2023-12-31
MI,DS Kulkarni,2021-2021,1,1.0,4.0,0.0,48.0,0.0,,,12.0,,0.0,0.0,2021-01-01,2021-12-31
MI,SZ Mulani,2024-2024,2,2.0,5.0,0.0,57.0,0.0,,,11.4,,0.0,0.0,2024-01-01,2024-12-31
MI,Naman Dhir,2024-2025,8,4.0,7.4,0.0,67.0,0.0,,,8.73,,0.0,0.0,2024-01-01,2025-12-31
MI,PVSN Raju,2025-2025,1,1.0,1.0,0.0,13.0,0.0,,,13.0,,0.0,0.0,2025-01-01,2025-12-31
MI,R Sanjay Yadav,2022-2022,1,1.0,2.0,0.0,23.0,0.0,,,11.5,,0.0,0.0,2022-01-01,2022-12-31
MI,MJ Santner,2025-2025,1,1.0,2.1,0.0,24.0,0.0,,,11.07,,0.0,0.0,2025-01-01,2025-12-31
MI,RG Sharma,2021-2025,58,2.0,1.1,0.0,13.0,0.0,,,11.14,,0.0,0.0,2021-01-01,2025-12-31
MI,NT Tilak Varma,2022-2025,39,4.0,3.4,0.0,28.0,0.0,,,7.63,,0.0,0.0,2022-01-01,2025-12-31
MI,N Wadhera,2023-2024,20,1.0,2.0,0.0,13.0,0.0,,,6.5,,0.0,0.0,2023-01-01,2024-12-31
MI,Anmolpreet Singh,2021-2022,3,,,,,,,,,,,,2021-01-01,2022-12-31
MI,TH David,2022-2024,37,,,,,,,,,,,,2022-01-01,2024-12-31
MI,Q de Kock,2021-2021,11,,,,,,,,,,,,2021-01-01,2021-12-31
MI,Ishan Kishan,2021-2024,54,,,,,,,,,,,,2021-01-01,2024-12-31
MI,CA Lynn,2021-2021,1,,,,,,,,,,,,2021-01-01,2021-12-31
MI,R Minz,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
MI,RD Rickelton,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
MI,SS Tiwary,2021-2021,5,,,,,,,,,,,,2021-01-01,2021-12-31
MI,Vishnu Vinod,2023-2023,3,,,,,,,,,,,,2023-01-01,2023-12-31
MI,SA Yadav,2021-2025,50,,,,,,,,,,,,2021-01-01,2025-12-31
RCB,HV Patel,2021-2023,44,43.0,156.5,2.0,1323.0,65.0,5/27,20.35,8.43,14.4,2.0,1.0,2021-01-01,2023-12-31
RCB,Mohammed Siraj,2021-2024,58,58.0,207.0,1.0,1738.0,54.0,4/21,32.18,8.39,23.0,1.0,0.0,2021-01-01,2024-12-31
RCB,PW Hasaranga,2021-2023,26,26.0,92.0,1.0,748.0,35.0,5/18,21.37,8.13,15.7,1.0,1.0,2021-01-01,2023-12-31
RCB,JR Hazlewood,2022-2025,16,16.0,59.3,1.0,475.0,25.0,4/25,19.0,7.98,14.2,1.0,0.0,2022-01-01,2025-12-31
RCB,YS Chahal,2021-2021,15,15.0,53.0,1.0,374.0,18.0,3/11,20.77,7.05,17.6,0.0,0.0,2021-01-01,2021-12-31
RCB,GJ Maxwell,2021-2024,52,29.0,66.2,1.0,523.0,18.0,2/22,29.05,7.88,22.1,0.0,0.0,2021-01-01,2024-12-31
RCB,KV Sharma,2023-2024,16,16.0,45.3,0.0,477.0,17.0,2/19,28.05,10.48,16.0,0.0,0.0,2023-01-01,2024-12-31
RCB,Yash Dayal,2024-2025,15,15.0,53.1,0.0,484.0,16.0,3/20,30.25,9.1,19.9,0.0,0.0,2024-01-01,2025-12-31
RCB,V Vyshak,2023-2024,11,11.0,38.3,0.0,395.0,13.0,3/20,30.38,10.25,17.7,0.0,0.0,2023-01-01,2024-12-31
RCB,Shahbaz Ahmed,2021-2023,37,25.0,56.0,0.0,523.0,12.0,3/7,43.58,9.33,28.0,0.0,0.0,2021-01-01,2023-12-31
RCB,C Green,2024-2024,13,13.0,35.1,0.0,303.0,10.0,2/12,30.3,8.61,21.1,0.0,0.0,2024-01-01,2024-12-31
RCB,LH Ferguson,2024-2024,7,7.0,24.0,0.0,255.0,9.0,2/23,28.33,10.62,16.0,0.0,0.0,2024-01-01,2024-12-31
RCB,KA Jamieson,2021-2021,9,9.0,28.0,0.0,269.0,9.0,3/41,29.88,9.6,18.6,0.0,0.0,2021-01-01,2021-12-31
RCB,WD Parnell,2023-2023,7,7.0,25.1,0.0,236.0,9.0,3/10,26.22,9.37,16.7,0.0,0.0,2023-01-01,2023-12-31
RCB,Akash Deep,2022-2024,8,8.0,27.2,1.0,319.0,7.0,3/45,45.57,11.67,23.4,0.0,0.0,2022-01-01,2024-12-31
RCB,MG Bracewell,2023-2023,5,5.0,11.0,0.0,95.0,6.0,2/13,15.83,8.63,11.0,0.0,0.0,2023-01-01,2023-12-31
RCB,Swapnil Singh,2024-2024,7,7.0,15.0,0.0,133.0,6.0,2/28,22.16,8.86,15.0,0.0,0.0,2024-01-01,2024-12-31
RCB,RJW Topley,2023-2024,5,5.0,17.0,0.0,182.0,5.0,2/27,36.4,10.7,20.4,0.0,0.0,2023-01-01,2024-12-31
RCB,DT Christian,2021-2021,9,9.0,16.4,0.0,155.0,4.0,2/14,38.75,9.3,25.0,0.0,0.0,2021-01-01,2021-12-31
RCB,DJ Willey,2022-2023,8,8.0,26.0,1.0,177.0,4.0,2/16,44.25,6.8,39.0,0.0,0.0,2022-01-01,2023-12-31
RCB,GHS Garton,2021-2021,5,5.0,15.0,0.0,135.0,3.0,1/27,45.0,9.0,30.0,0.0,0.0,2021-01-01,2021-12-31
RCB,KH Pandya,2025-2025,1,1.0,4.0,0.0,29.0,3.0,3/29,9.66,7.25,8.0,0.0,0.0,2025-01-01,2025-12-31
RCB,Washington Sundar,2021-2021,6,6.0,16.0,0.0,118.0,3.0,1/7,39.33,7.37,32.0,0.0,0.0,2021-01-01,2021-12-31
RCB,WG Jacks,2024-2024,8,5.0,9.0,0.0,100.0,2.0,1/23,50.0,11.11,27.0,0.0,0.0,2024-01-01,2024-12-31
RCB,MJ Dagar,2024-2024,5,5.0,11.5,0.0,120.0,1.0,1/23,120.0,10.14,71.0,0.0,0.0,2024-01-01,2024-12-31
RCB,AS Joseph,2024-2024,3,3.0,9.4,0.0,115.0,1.0,1/43,115.0,11.89,58.0,0.0,0.0,2024-01-01,2024-12-31
RCB,Rasikh Salam,2025-2025,1,1.0,3.0,0.0,35.0,1.0,1/35,35.0,11.66,18.0,0.0,0.0,2025-01-01,2025-12-31
RCB,KW Richardson,2021-2021,1,1.0,3.0,0.0,29.0,1.0,1/29,29.0,9.66,18.0,0.0,0.0,2021-01-01,2021-12-31
RCB,DR Sams,2021-2021,2,2.0,6.0,0.0,39.0,1.0,1/24,39.0,6.5,36.0,0.0,0.0,2021-01-01,2021-12-31
RCB,Suyash Sharma,2025-2025,1,1.0,4.0,0.0,47.0,1.0,1/47,47.0,11.75,24.0,0.0,0.0,2025-01-01,2025-12-31
RCB,S Kaul,2022-2022,1,1.0,4.0,0.0,43.0,0.0,,,10.75,,0.0,0.0,2022-01-01,2022-12-31
RCB,LS Livingstone,2025-2025,1,1.0,2.0,0.0,14.0,0.0,,,7.0,,0.0,0.0,2025-01-01,2025-12-31
RCB,MK Lomror,2022-2024,29,5.0,5.0,0.0,53.0,0.0,,,10.6,,0.0,0.0,2022-01-01,2024-12-31
RCB,NA Saini,2021-2021,2,2.0,4.0,0.0,52.0,0.0,,,13.0,,0.0,0.0,2021-01-01,2021-12-31
RCB,H Sharma,2023-2024,2,2.0,5.0,0.0,57.0,0.0,,,11.4,,0.0,0.0,2023-01-01,2024-12-31
RCB,Anuj Rawat,2022-2024,22,,,,,,,,,,,,2022-01-01,2024-12-31
RCB,KS Bharat,2021-2021,8,,,,,,,,,,,,2021-01-01,2021-12-31
RCB,SD Chauhan,2024-2024,3,,,,,,,,,,,,2024-01-01,2024-12-31
RCB,TH David,2021-2025,2,,,,,,,,,,,,2021-01-01,2025-12-31
RCB,AB de Villiers,2021-2021,15,,,,,,,,,,,,2021-01-01,2021-12-31
RCB,F du Plessis,2022-2024,45,,,,,,,,,,,,2022-01-01,2024-12-31
RCB,KM Jadhav,2023-2023,2,,,,,,,,,,,,2023-01-01,2023-12-31
RCB,KD Karthik,2022-2024,44,,,,,,,,,,,,2022-01-01,2024-12-31
RCB,V Kohli,2021-2025,61,,,,,,,,,,,,2021-01-01,2025-12-31
RCB,D Padikkal,2021-2025,15,,,,,,,,,,,,2021-01-01,2025-12-31
RCB,RM Patidar,2021-2025,28,,,,,,,,,,,,2021-01-01,2025-12-31
RCB,SS Prabhudessai,2022-2024,11,,,,,,,,,,,,2022-01-01,2024-12-31
RCB,SE Rutherford,2022-2022,3,,,,,,,,,,,,2022-01-01,2022-12-31
RCB,Sachin Baby,2021-2021,1,,,,,,,,,,,,2021-01-01,2021-12-31
RCB,PD Salt,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
RCB,JM Sharma,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
SRH,T Natarajan,2021-2024,39,39.0,147.2,1.0,1350.0,49.0,4/19,27.55,9.16,18.0,1.0,0.0,2021-01-01,2024-12-31
SRH,B Kumar,2021-2024,55,55.0,202.1,6.0,1676.0,45.0,5/30,37.24,8.29,26.9,0.0,1.0,2021-01-01,2024-12-31
SRH,Umran Malik,2021-2024,26,26.0,82.1,1.0,772.0,29.0,5/25,26.62,9.39,17.0,1.0,1.0,2021-01-01,2024-12-31
SRH,M Markande,2023-2024,17,17.0,60.0,0.0,559.0,20.0,4/15,27.95,9.31,18.0,1.0,0.0,2023-01-01,2024-12-31
SRH,PJ Cummins,2024-2025,17,17.0,65.0,1.0,626.0,18.0,3/43,34.77,9.63,21.6,0.0,0.0,2024-01-01,2025-12-31
SRH,M Jansen,2022-2024,19,19.0,69.0,1.0,670.0,18.0,3/25,37.22,9.71,23.0,0.0,0.0,2022-01-01,2024-12-31
SRH,Rashid Khan,2021-2021,14,14.0,56.0,0.0,375.0,18.0,3/36,20.83,6.69,18.6,0.0,0.0,2021-01-01,2021-12-31
SRH,JO Holder,2021-2021,8,8.0,31.5,0.0,247.0,16.0,4/52,15.43,7.75,11.9,1.0,0.0,2021-01-01,2021-12-31
SRH,Washington Sundar,2022-2024,18,17.0,50.4,0.0,458.0,10.0,3/28,45.8,9.03,30.4,0.0,0.0,2022-01-01,2024-12-31
SRH,Abhishek Sharma,2021-2025,50,19.0,35.0,0.0,294.0,8.0,2/4,36.75,8.4,26.2,0.0,0.0,2021-01-01,2025-12-31
SRH,JD Unadkat,2024-2024,11,11.0,31.1,0.0,319.0,8.0,3/30,39.87,10.23,23.3,0.0,0.0,2024-01-01,2024-12-31
SRH,S Kaul,2021-2021,8,8.0,30.0,1.0,247.0,7.0,2/31,35.28,8.23,25.7,0.0,0.0,2021-01-01,2021-12-31
SRH,Shahbaz Ahmed,2024-2024,16,15.0,27.3,0.0,270.0,7.0,3/23,38.57,9.81,23.5,0.0,0.0,2024-01-01,2024-12-31
SRH,J Suchith,2021-2022,7,7.0,25.0,0.0,206.0,7.0,2/12,29.42,8.24,21.4,0.0,0.0,2021-01-01,2022-12-31
SRH,Fazalhaq Farooqi,2022-2023,7,7.0,25.2,0.0,227.0,6.0,2/32,37.83,8.96,25.3,0.0,0.0,2022-01-01,2023-12-31
SRH,KK Ahmed,2021-2021,7,7.0,27.0,0.0,219.0,5.0,3/21,43.8,8.11,32.4,0.0,0.0,2021-01-01,2021-12-31
SRH,K Nitish Kumar Reddy,2023-2025,16,9.0,18.1,0.0,207.0,3.0,2/17,69.0,11.39,36.3,0.0,0.0,2023-01-01,2025-12-31
SRH,Sandeep Sharma,2021-2021,7,7.0,23.3,0.0,203.0,3.0,1/20,67.66,8.63,47.0,0.0,0.0,2021-01-01,2021-12-31
SRH,V Shankar,2021-2021,7,5.0,11.0,0.0,100.0,3.0,2/19,33.33,9.09,22.0,0.0,0.0,2021-01-01,2021-12-31
SRH,R Shepherd,2022-2022,3,3.0,9.0,0.0,98.0,3.0,2/42,32.66,10.88,18.0,0.0,0.0,2022-01-01,2022-12-31
SRH,Kartik Tyagi,2022-2023,5,5.0,14.1,0.0,171.0,2.0,1/30,85.5,12.07,42.5,0.0,0.0,2022-01-01,2023-12-31
SRH,AK Markram,2022-2024,38,12.0,16.1,0.0,149.0,2.0,1/8,74.5,9.21,48.5,0.0,0.0,2022-01-01,2024-12-31
SRH,Mohammad Nabi,2021-2021,3,3.0,8.0,0.0,86.0,2.0,2/32,43.0,10.75,24.0,0.0,0.0,2021-01-01,2021-12-31
SRH,Mujeeb Ur Rahman,2021-2021,1,1.0,4.0,0.0,29.0,2.0,2/29,14.5,7.25,12.0,0.0,0.0,2021-01-01,2021-12-31
SRH,HV Patel,2025-2025,1,1.0,4.0,0.0,34.0,2.0,2/34,17.0,8.5,12.0,0.0,0.0,2025-01-01,2025-12-31
SRH,AU Rashid,2023-2023,2,2.0,7.0,0.0,56.0,2.0,2/23,28.0,8.0,21.0,0.0,0.0,2023-01-01,2023-12-31
SRH,Simarjeet Singh,2025-2025,1,1.0,3.0,0.0,46.0,2.0,2/46,23.0,15.33,9.0,0.0,0.0,2025-01-01,2025-12-31
SRH,SA Abbott,2022-2022,1,1.0,4.0,0.0,47.0,1.0,1/47,47.0,11.75,24.0,0.0,0.0,2022-01-01,2022-12-31
SRH,Abdul Samad,2021-2024,38,2.0,2.0,0.0,17.0,1.0,1/9,17.0,8.5,12.0,0.0,0.0,2021-01-01,2024-12-31
SRH,MJ Dagar,2023-2023,3,3.0,11.0,0.0,83.0,1.0,1/37,83.0,7.54,66.0,0.0,0.0,2023-01-01,2023-12-31
SRH,S Gopal,2022-2022,1,1.0,3.0,0.0,34.0,1.0,1/34,34.0,11.33,18.0,0.0,0.0,2022-01-01,2022-12-31
SRH,AJ Hosein,2023-2023,1,1.0,4.0,0.0,40.0,1.0,1/40,40.0,10.0,24.0,0.0,0.0,2023-01-01,2023-12-31
SRH,Mohammed Shami,2025-2025,1,1.0,3.0,0.0,33.0,1.0,1/33,33.0,11.0,18.0,0.0,0.0,2025-01-01,2025-12-31
SRH,S Nadeem,2021-2021,1,1.0,4.0,0.0,36.0,1.0,1/36,36.0,9.0,24.0,0.0,0.0,2021-01-01,2021-12-31
SRH,GD Phillips,2023-2023,5,2.0,3.0,0.0,20.0,1.0,1/10,20.0,6.66,18.0,0.0,0.0,2023-01-01,2023-12-31
SRH,V Viyaskanth,2024-2024,3,3.0,10.0,0.0,86.0,1.0,1/37,86.0,8.6,60.0,0.0,0.0,2024-01-01,2024-12-31
SRH,A Zampa,2025-2025,1,1.0,4.0,0.0,48.0,1.0,1/48,48.0,12.0,24.0,0.0,0.0,2025-01-01,2025-12-31
SRH,TM Head,2024-2025,16,1.0,1.4,0.0,32.0,0.0,,,19.2,,0.0,0.0,2024-01-01,2025-12-31
SRH,Shashank Singh,2022-2022,10,2.0,2.0,0.0,20.0,0.0,,,10.0,,0.0,0.0,2022-01-01,2022-12-31
SRH,Vivrant Sharma,2023-2023,3,2.0,3.0,0.0,37.0,0.0,,,12.33,,0.0,0.0,2023-01-01,2023-12-31
SRH,MA Agarwal,2023-2024,14,,,,,,,,,,,,2023-01-01,2024-12-31
SRH,Anmolpreet Singh,2023-2024,6,,,,,,,,,,,,2023-01-01,2024-12-31
SRH,JM Bairstow,2021-2021,7,,,,,,,,,,,,2021-01-01,2021-12-31
SRH,HC Brook,2023-2023,11,,,,,,,,,,,,2023-01-01,2023-12-31
SRH,PK Garg,2021-2022,7,,,,,,,,,,,,2021-01-01,2022-12-31
SRH,Ishan Kishan,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
SRH,KM Jadhav,2021-2021,6,,,,,,,,,,,,2021-01-01,2021-12-31
SRH,H Klaasen,2023-2025,29,,,,,,,,,,,,2023-01-01,2025-12-31
SRH,A Manohar,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
SRH,MK Pandey,2021-2021,8,,,,,,,,,,,,2021-01-01,2021-12-31
SRH,N Pooran,2022-2022,14,,,,,,,,,,,,2022-01-01,2022-12-31
SRH,JJ Roy,2021-2021,5,,,,,,,,,,,,2021-01-01,2021-12-31
SRH,WP Saha,2021-2021,9,,,,,,,,,,,,2021-01-01,2021-12-31
SRH,Sanvir Singh,2023-2024,6,,,,,,,,,,,,2023-01-01,2024-12-31
SRH,RA Tripathi,2022-2024,33,,,,,,,,,,,,2022-01-01,2024-12-31
SRH,AU Verma,2025-2025,1,,,,,,,,,,,,2025-01-01,2025-12-31
SRH,Virat Singh,2021-2021,3,,,,,,,,,,,,2021-01-01,2021-12-31
SRH,DA Warner,2021-2021,8,,,,,,,,,,,,2021-01-01,2021-12-31
SRH,KS Williamson,2021-2022,23,,,,,,,,,,,,2021-01-01,2022-12-31
RR,YS Chahal,2022-2024,46,46.0,178.5,0.0,1505.0,66.0,5/40,22.8,8.41,16.2,4.0,1.0,2022-01-01,2024-12-31
RR,TA Boult,2022-2024,42,41.0,153.2,6.0,1247.0,45.0,3/22,27.71,8.13,20.4,0.0,0.0,2022-01-01,2024-12-31
RR,R Ashwin,2022-2024,45,44.0,171.0,0.0,1338.0,35.0,3/17,38.22,7.82,29.3,0.0,0.0,2022-01-01,2024-12-31
RR,Sandeep Sharma,2023-2025,24,23.0,88.0,0.0,758.0,24.0,5/18,31.58,8.61,22.0,0.0,1.0,2023-01-01,2025-12-31
RR,Avesh Khan,2024-2024,16,15.0,54.5,0.0,526.0,19.0,3/27,27.68,9.59,17.3,0.0,0.0,2024-01-01,2024-12-31
RR,M Prasidh Krishna,2022-2022,17,17.0,66.3,3.0,551.0,19.0,3/22,29.0,8.28,21.0,0.0,0.0,2022-01-01,2022-12-31
RR,CH Morris,2021-2021,11,11.0,41.0,0.0,376.0,15.0,4/23,25.06,9.17,16.4,1.0,0.0,2021-01-01,2021-12-31
RR,Mustafizur Rahman,2021-2021,14,14.0,51.5,0.0,436.0,14.0,3/20,31.14,8.41,22.2,0.0,0.0,2021-01-01,2021-12-31
RR,C Sakariya,2021-2021,14,14.0,52.0,1.0,426.0,14.0,3/31,30.42,8.19,22.2,0.0,0.0,2021-01-01,2021-12-31
RR,KR Sen,2022-2024,12,12.0,40.1,0.0,387.0,14.0,4/20,27.64,9.63,17.2,1.0,0.0,2022-01-01,2024-12-31
RR,OC McCoy,2022-2023,8,8.0,26.5,0.0,250.0,11.0,3/23,22.72,9.31,14.6,0.0,0.0,2022-01-01,2023-12-31
RR,R Tewatia,2021-2021,14,13.0,37.0,0.0,340.0,8.0,3/39,42.5,9.18,27.7,0.0,0.0,2021-01-01,2021-12-31
RR,A Zampa,2023-2023,6,6.0,22.0,0.0,188.0,8.0,3/22,23.5,8.54,16.5,0.0,0.0,2023-01-01,2023-12-31
RR,N Burger,2024-2024,6,5.0,17.0,0.0,145.0,7.0,2/29,20.71,8.52,14.5,0.0,0.0,2024-01-01,2024-12-31
RR,NA Saini,2022-2023,4,4.0,12.0,0.0,146.0,6.0,3/40,24.33,12.16,12.0,0.0,0.0,2022-01-01,2023-12-31
RR,JO Holder,2023-2023,8,8.0,28.3,0.0,284.0,4.0,2/29,71.0,9.96,42.7,0.0,0.0,2023-01-01,2023-12-31
RR,Kartik Tyagi,2021-2021,4,4.0,14.0,0.0,124.0,4.0,2/29,31.0,8.85,21.0,0.0,0.0,2021-01-01,2021-12-31
RR,JD Unadkat,2021-2021,6,6.0,22.0,0.0,168.0,4.0,3/15,42.0,7.63,33.0,0.0,0.0,2021-01-01,2021-12-31
RR,KM Asif,2023-2023,4,4.0,14.0,0.0,138.0,3.0,2/42,46.0,9.85,28.0,0.0,0.0,2023-01-01,2023-12-31
RR,TU Deshpande,2025-2025,1,1.0,4.0,0.0,44.0,3.0,3/44,14.66,11.0,8.0,0.0,0.0,2025-01-01,2025-12-31
RR,KA Maharaj,2024-2024,2,2.0,6.0,0.0,39.0,2.0,2/23,19.5,6.5,18.0,0.0,0.0,2024-01-01,2024-12-31
RR,R Parag,2021-2025,52,12.0,13.1,0.0,159.0,2.0,1/7,79.5,12.07,39.5,0.0,0.0,2021-01-01,2025-12-31
RR,M Theekshana,2025-2025,1,1.0,4.0,0.0,52.0,2.0,2/52,26.0,13.0,12.0,0.0,0.0,2025-01-01,2025-12-31
RR,K Yadav,2021-2023,3,3.0,9.0,0.0,84.0,2.0,1/18,42.0,9.33,27.0,0.0,0.0,2021-01-01,2023-12-31
RR,MK Lomror,2021-2021,4,4.0,7.0,0.0,47.0,1.0,1/22,47.0,6.71,42.0,0.0,0.0,2021-01-01,2021-12-31
RR,GD Phillips,2021-2021,3,2.0,2.0,0.0,20.0,1.0,1/17,20.0,10.0,12.0,0.0,0.0,2021-01-01,2021-12-31
RR,Akash Singh,2021-2021,1,1.0,4.0,0.0,39.0,0.0,,,9.75,,0.0,0.0,2021-01-01,2021-12-31
RR,JC Archer,2025-2025,1,1.0,4.0,0.0,76.0,0.0,,,19.0,,0.0,0.0,2025-01-01,2025-12-31
RR,M Ashwin,2023-2023,2,2.0,4.0,0.0,53.0,0.0,,,13.25,,0.0,0.0,2023-01-01,2023-12-31
