Team,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Start Date,End Date
LSG,MJ Henry,2024-2024,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
LSG,S Joseph,2024-2024,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
LSG,AA Kulkarni,2024-2024,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
LSG,AK Markram,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
LSG,MR Marsh,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
LSG,Prince Yadav,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
LSG,DS Rathi,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
LSG,Shahbaz Ahmed,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
LSG,KS Sharma,2022-2023,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2023-12-31
LSG,R Shepherd,2023-2023,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023-12-31
LSG,Swapnil Singh,2023-2023,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023-12-31
LSG,SN Thakur,2025-2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
LSG,AJ Turner,2024-2024,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
LSG,JD Unadkat,2023-2023,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023-12-31
LSG,M Vohra,2022-2023,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2023-12-31
LSG,Yudhvir Singh,2023-2024,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2024-12-31
