Player,Batting Form,Bowling Form,Fielding Form,Credits,Player Type,Bowler Type,Team
Rahul Chahar,33.015566142301864,71.75463173623751,48.81312962111059,6.5,BOWL,-,SRH
Rahul Tewatia,70.35887028221694,28.92485549132948,66.40517681060864,7.0,ALL,-,GT
Rahul Tripathi,52.74138260795648,35.55780346820809,36.91255100306019,7.5,BAT,-,CHE
Raj Angad Bawa,27.625,33.873,48.887499999999996,5.5,BAT,-,MI
Rajat Patidar,87.4622258585515,35.55780346820809,49.29588150289017,8.0,BAT,-,RCB
Rajvardhan Hangargekar,20.447647067157362,63.75174156282711,37.584805921688634,5.5,BOWL,-,LSG
Ramakrishna Ghosh,56.532598039215685,56.96008578431372,53.72124019607843,5.5,ALL,-,CHE
Ramandeep Singh,56.41825697041823,28.27456647398844,50.07622832369942,7.5,ALL,-,KKR
Rashid-Khan,70.00829862291738,73.37713575314518,66.66529241754506,9.0,BOWL,-,GT
Rasikh Salam,17.320086705202314,50.8021931315879,41.83923410404624,6.5,BOWL,-,RCB
Ravi Bishnoi,19.058526011560694,73.24739671880313,65.84159299557975,8.0,BOWL,-,LSG
Ravichandran Ashwin,38.64305295817749,71.0828587215233,63.638048282896975,8.0,ALL,-,CHE
Ravindra Jadeja,64.59115734444066,72.54034554573275,67.35893403604217,8.5,ALL,-,CHE
Ravisrinivasan Sai Kishore,37.43127337640259,86.27800918055084,60.11904964297858,7.0,BOWL,-,GT
Reece Topley,23.512675968891465,62.338446765139246,39.535672973711755,6.5,BOWL,-,MI
Rinku Singh,81.57231808908534,35.55780346820809,61.00490904454268,7.5,BAT,-,KKR
Rishabh Pant,49.96009010540632,35.55780346820809,83.83126487589254,9.0,WK,-,LSG
Riyan Parag,81.72056698401904,42.01802108126488,67.22887623257395,8.0,ALL,-,RR
Robin Minz,72.37953431372549,35.58645098039216,68.52705882352942,5.5,WK,-,MI
Rohit Sharma,61.69232403944237,28.92485549132948,41.59463192791567,9.0,BAT,-,MI
Romario Shepherd,55.153985322452684,51.83875630454494,45.52010724810155,7.0,ALL,-,RCB
Rovman Powell,68.12219430040801,36.50371737929275,53.93866085090106,7.0,BAT,-,KKR
Ruturaj Gaikwad,77.41494177150629,35.55780346820809,67.22887623257395,9.0,BAT,-,CHE
Ryan Rickelton,72.37953431372549,35.58645098039216,68.52705882352942,7.5,WK,-,MI
Sachin Baby,65.9892463235294,34.62382720588235,53.05340073529412,6.5,BAT,-,SRH
Sai Sudharsan,86.82043735124105,35.55780346820809,64.7444959197552,8.0,BAT,-,GT
Sam Curran,42.94027329139749,39.196978068684125,48.47218208092485,7.5,ALL,-,CHE
Sameer Rizvi,47.66028774226453,35.55780346820809,31.320065453927235,6.5,BAT,-,DC
Sandeep Sharma,29.306974668480105,75.05402074124447,48.73229768786126,7.5,BOWL,-,RR
Sanju Samson,84.31161807208433,35.55780346820809,86.4230278816729,9.0,WK,-,RR
Satyanarayana Raju,56.532598039215685,56.96008578431372,53.72124019607843,5.5,ALL,-,MI
Shahbaz Ahmed,44.84764960897654,34.47326589595376,38.77671285277117,7.0,ALL,-,LSG
Shahrukh Khan,33.13663507310438,55.09908407004419,56.564136348180895,7.5,ALL,-,GT
Shaik Rasheed,65.9892463235294,34.62382720588235,53.05340073529412,5.0,BAT,-,CHE
Shamar Joseph,20.447647067157362,58.32833115820283,37.584805921688634,6.5,BOWL,-,LSG
Shardul Thakur,15.0,20.7,19.2,7.5,BOWL,-,LSG
Shashank Singh,76.48271208772525,38.45775246514791,56.45288592315539,7.5,BAT,-,PBKS
Sherfane Rutherford,78.76102941176471,33.873,39.36544117647058,7.0,BAT,-,GT
Shimron Hetmyer,80.65982021421284,35.55780346820809,71.68091210472629,7.5,BAT,-,RR
Shivam Dube,76.49193089085345,27.914739884393065,60.05115181910915,8.0,BAT,-,CHE
Shreyas Gopal,20.447647067157362,64.07688607149763,39.535672973711755,6.5,BOWL,-,CHE
Shreyas Iyer,90.88668820129207,34.46531791907515,48.90570809248555,8.5,BAT,-,PBKS
Shubham Dubey,68.2030028051683,35.55780346820809,30.366308228493708,5.5,BAT,-,RR
Shubman Gill,84.5217506800408,35.55780346820809,65.23465657939477,9.0,BAT,-,GT
